Town,County,Latitude,Longitude,Elevation,Population
Eadestown,Cill Dara,53.2027778,-6.5780556,646,6875
Easton,Cill Dara,53.3688889,-6.5094444,160,31261
Erindale,Cill Dara,53.1933333,-6.9052778,485,7166
Firmount Cross Roads,Cill Dara,53.2897222,-6.7169444,295,7152
Fontstown,Cill Dara,53.05,-6.8927778,331,7189
Ford Bridge,Cill Dara,53.2755556,-6.8594444,291,7152
Forenaghts,Cill Dara,53.2244444,-6.6105556,495,7214
Foxhill,Cill Dara,52.9927778,-6.9425,242,6595
Furness,Cill Dara,53.2244444,-6.6105556,495,7214
Gallahers Cross Roads,Cill Dara,53.1766667,-6.9177778,439,7166
Gallaher?s Cross Roads,Cill Dara,53.1766667,-6.9177778,439,7166
Gallows Glen,Cill Dara,53.2227778,-6.6444444,439,7161
Glenmore,Cill Dara,53.1594444,-6.5813889,875,5727
Glynn Cross Roads,Cill Dara,53.4094444,-7.0411111,324,6035
Goatstown,Cill Dara,53.2738889,-6.7613889,324,7152
Gores Cross Roads,Cill Dara,53.4086111,-6.9113889,278,6448
Gore?s Cross Roads,Cill Dara,53.4086111,-6.9113889,278,6448
Gorteen Bridge,Cill Dara,52.8791667,-6.8733333,239,6543
Gotham Bridge,Cill Dara,52.8844444,-6.9213889,187,4798
Gowran Grange,Cill Dara,53.1805556,-6.6505556,436,7166
Graigue,Cill Dara,53.1066667,-6.9461111,265,7180
Graney,Cill Dara,52.8977778,-6.7905556,479,5786
Grange Beg,Cill Dara,53.1375,-6.9802778,262,7155
Grangerosnolvan,Cill Dara,52.9672222,-6.8980556,262,7140
Greatconnell,Cill Dara,53.1755556,-6.7788889,360,7166
Hamiltons Bridge,Cill Dara,53.3005556,-6.9252778,242,7025
Hamilton?s Bridge,Cill Dara,53.3005556,-6.9252778,242,7025
Harristown,Cill Dara,53.1436111,-6.6730556,410,7141
Henry Bridge,Cill Dara,53.2969444,-6.5869444,229,7234
Hill View,Cill Dara,52.9661111,-6.8122222,488,6854
Hodgestown,Cill Dara,53.3222222,-6.8186111,298,7147
Hortland,Cill Dara,53.3775,-6.7861111,291,6303
Huband Bridge,Cill Dara,53.2655556,-6.8636111,318,7152
Hughstown,Cill Dara,52.9427778,-6.7605556,534,6196
Inchaquire,Cill Dara,53.0275,-6.7994444,492,6922
Irishtown,Cill Dara,52.9852778,-6.8869444,291,7140
Jacksons Bridge,Cill Dara,53.3816667,-6.6236111,246,5688
Jackson?s Bridge,Cill Dara,53.3816667,-6.6236111,246,5688
Johnstown,Cill Dara,53.2383333,-6.6222222,439,7214
Johnstown Bridge,Cill Dara,53.4038889,-6.8588889,285,6129
Johnstown North,Cill Dara,52.9080556,-6.8966667,236,6060
Johnstown South,Cill Dara,52.8958333,-6.8816667,239,6060
Kealstown,Cill Dara,53.355,-6.6416667,255,6817
Kilberry,Cill Dara,53.0305556,-7.0202778,216,6298
Kilboggan Cross Roads,Cill Dara,53.0794444,-6.9008333,311,7189
Kilcock,Cill Dara,53.4022222,-6.6708333,255,6088
Kilcullen,Cill Dara,53.1302778,-6.7444444,374,7175
Kildangan,Cill Dara,53.1088889,-7.0236111,249,6619
Kildare,Cill Dara,53.1561111,-6.9144444,380,7175
Kilgowan,Cill Dara,53.0825,-6.7688889,495,6731
Kilgowan,Cill Dara,53.0605556,-6.7675,505,6731
Kilkea,Cill Dara,52.9463889,-6.8986111,262,6915
Kill,Cill Dara,53.2513889,-6.5916667,459,7319
Killadoon,Cill Dara,53.3244444,-6.5633333,187,20178
Killinagh,Cill Dara,53.3977778,-7.0252778,318,6035
Killinthomas,Cill Dara,53.2586111,-7.0147222,239,4842
Killyon,Cill Dara,53.3825,-6.835,298,6129
Kilmeage,Cill Dara,53.2519444,-6.8419444,390,7152
Kilmoney South,Cill Dara,53.2119444,-6.9486111,531,7157
Kilmore,Cill Dara,53.4191667,-6.8983333,278,5371
Kilmurry,Cill Dara,53.3213889,-6.7322222,301,7147
Kilnabooley,Cill Dara,53.2333333,-7.0488889,249,4213
Kilrainy Cross Roads,Cill Dara,53.4097222,-7.047222,328,4911
Kilrush,Cill Dara,53.0591667,-6.8677778,400,7189
Kilshanchoe,Cill Dara,53.3855556,-6.8897222,282,6448
Kilshancoe,Cill Dara,53.3855556,-6.8897222,282,6448
Kilteel,Cill Dara,53.235,-6.5247222,836,28978
Kilwarden,Cill Dara,53.2511111,-6.5680556,459,21757
Kilwoghan,Cill Dara,53.3561111,-6.5544444,219,10616
Kingsbog,Cill Dara,53.1280556,-6.9475,282,7175
Kishawanny,Cill Dara,53.3519444,-7.0216667,305,5615
Knockbane,Cill Dara,52.8694444,-6.8675,262,5335
Knocknacree Cross Roads,Cill Dara,52.8791667,-6.8155556,449,6397
Knocknagee Cross Roads,Cill Dara,52.8683333,-6.8872222,252,4993
Lackagh,Cill Dara,53.1625,-7.01,255,6754
Lackareagh,Cill Dara,52.9652778,-6.7952778,498,6854
Laragh,Cill Dara,53.38,-6.6641667,259,5852
Larkfield,Cill Dara,52.9788889,-7.0555556,295,4231
Leim an Bhradain,Cill Dara,53.3658333,-6.4955556,154,60119
Leixlip,Cill Dara,53.3658333,-6.4955556,154,60119
Limerick Bridge,Cill Dara,53.2152778,-6.7044444,328,7161
Lipstown,Cill Dara,53.0505556,-6.8086111,456,7122
Littletown,Cill Dara,53.27,-6.8483333,328,7152
Loughabor,Cill Dara,53.0533333,-6.9375,252,7189
Lughil,Cill Dara,53.1102778,-7.0616667,239,5144
Lullybeg,Cill Dara,53.2647222,-6.9688889,239,6356
Léim an Bhradáin,Cill Dara,53.3658333,-6.4955556,154,60119
Maddenstown South,Cill Dara,53.1088889,-6.9122222,314,7180
Maganey,Cill Dara,52.9066667,-6.9308333,173,4798
Mageny,Cill Dara,52.9066667,-6.9308333,173,4798
Maigh Nuad,Cill Dara,53.385,-6.5936111,236,5688
Mainham,Cill Dara,53.3141667,-6.7194444,291,7147
Mainistir Eimhin,Cill Dara,53.1405556,-7.0663889,249,5472
Mainistir Eimhín,Cill Dara,53.1405556,-7.0663889,249,5472
Maoin,Cill Dara,52.9755556,-6.815,459,6854
Martinstown Cross Roads,Cill Dara,53.1041667,-6.8316667,479,7180
Maryfield,Cill Dara,53.2397222,-6.6561111,351,7161
Maynooth,Cill Dara,53.385,-6.5936111,236,5688
McCartneys Bridge,Cill Dara,53.1625,-7.0597222,249,5472
McCartney?s Bridge,Cill Dara,53.1625,-7.0597222,249,5472
Milemill,Cill Dara,53.1175,-6.7325,472,6874
Millicent Cross Roads,Cill Dara,53.2788889,-6.6975,285,7152
Milltown,Cill Dara,53.2033333,-6.8630556,501,7166
Moatfield Cross Roads,Cill Dara,53.0191667,-6.9083333,272,7194
Monasterevan,Cill Dara,53.1405556,-7.0663889,249,5472
Monasterevin,Cill Dara,53.1405556,-7.0663889,249,5472
Moone,Cill Dara,52.9755556,-6.815,459,6854
Morristown Lattin,Cill Dara,53.2211111,-6.7508333,328,7161
Morristown Upper,Cill Dara,53.2038889,-6.7786111,347,7166
Moygaddy,Cill Dara,53.3961111,-6.5980556,229,5688
Moyvalley,Cill Dara,53.4286111,-6.9188889,275,5717
Moyvally,Cill Dara,53.4286111,-6.9188889,275,5717
Mucklon,Cill Dara,53.3702778,-6.8336111,305,6986
Mullaboden,Cill Dara,53.1436111,-6.6347222,472,6992
Mullamast Cross Roads,Cill Dara,52.9977778,-6.8544444,374,7203
Mullycagh,Cill Dara,53.0444444,-6.6119444,964,4865
Mylerstown Cross Roads,Cill Dara,53.0836111,-6.9458333,259,7180
Mylerstown Cross Roads,Cill Dara,53.1733333,-6.6894444,377,7166
Na Sollain,Cill Dara,53.2488889,-6.6661111,318,7161
Na Solláin,Cill Dara,53.2488889,-6.6661111,318,7161
Naas,Cill Dara,53.2158333,-6.6669444,374,7161
Narraghmore,Cill Dara,53.0475,-6.8344444,465,7189
Newberry,Cill Dara,53.1336111,-6.725,413,7175
Newbridge,Cill Dara,53.1819444,-6.7966667,354,7166
Newhall Cross Roads,Cill Dara,53.2133333,-6.7086111,328,7161
Newland,Cill Dara,53.1788889,-6.7116667,374,7166
Newpark,Cill Dara,53.11,-6.8122222,505,7180
Newtown,Cill Dara,53.2327778,-6.9983333,249,6827
Newtown,Cill Dara,53.3658333,-6.7677778,291,7077
Newtown,Cill Dara,53.3961111,-6.7586111,285,6303
Newtown,Cill Dara,53.1761111,-6.59,889,6994
Newtown Bridge,Cill Dara,52.8955556,-6.9230556,193,4798
Newtown Cross Roads,Cill Dara,53.145,-6.9205556,337,7175
Newtownbert,Cill Dara,53.0344444,-7.055556,219,4825
Newtowndonore,Cill Dara,53.2575,-6.7966667,344,7152
Nicholastown,Cill Dara,53.4194444,-6.7405556,275,5174
Nurney,Cill Dara,53.0958333,-6.9511111,252,7180
ONeills Cross Roads,Cill Dara,53.1838889,-6.9844444,400,7052
Oakfield,Cill Dara,53.2097222,-6.645,469,7161
Obelisks,Cill Dara,52.9647222,-6.8516667,324,7203
Oghill Bridge,Cill Dara,53.1216667,-7.088889,229,3603
Old Kilcullen,Cill Dara,53.1063889,-6.7652778,482,7108
Oldcourt,Cill Dara,53.0291667,-6.9852778,249,6905
Oldgrange,Cill Dara,53.0377778,-6.8661111,419,7194
Oldtowndonore,Cill Dara,53.2486111,-6.7808333,344,7161
Oughterard,Cill Dara,53.2775,-6.5638889,439,21757
O?Neill?s Cross Roads,Cill Dara,53.1838889,-6.9844444,400,7052
Palatine,Cill Dara,52.8638889,-6.8788889,252,4993
Pluckerstown Bridge,Cill Dara,53.235,-6.8830556,488,7161
Ponsonby Bridge,Cill Dara,53.2827778,-6.5980556,298,7319
Portersize Cross Roads,Cill Dara,52.9930556,-6.8002778,501,6854
Porterstown,Cill Dara,53.2461111,-6.5513889,459,13039
Prosperous,Cill Dara,53.2902778,-6.7538889,314,7152
Punchestown,Cill Dara,53.1866667,-6.6361111,465,7166
Quinsborough,Cill Dara,53.1669444,-7.0594444,246,5178
Rahilla Glebe,Cill Dara,53.1808333,-6.945,485,7166
Rath Iomghain,Cill Dara,53.2213889,-6.995,265,6827
Rathangan,Cill Dara,53.2213889,-6.995,265,6827
Rathbride Cross Roads,Cill Dara,53.1811111,-6.8872222,485,7166
Rathcoffey,Cill Dara,53.3355556,-6.6925,272,6994
Rathconnellwood,Cill Dara,53.0636111,-6.9608333,249,7189
Rathernan,Cill Dara,53.2408333,-6.8188889,380,7161
Rathmore,Cill Dara,53.2172222,-6.5644444,557,13039
Red Hills,Cill Dara,53.18,-6.9577778,498,7166
Reeves,Cill Dara,53.3127778,-6.5577778,190,20178
Richardstown,Cill Dara,53.0933333,-7.0188889,242,6619
Robertstown,Cill Dara,53.2741667,-6.8177778,311,7152
Roseborough,Cill Dara,53.2366667,-6.6575,367,7161
Rosetown,Cill Dara,52.945,-6.9372222,209,5728
Rosetown,Cill Dara,53.1572222,-6.7669444,367,7175
Russellstown,Cill Dara,53.2377778,-6.8386111,416,7161
Russellstown Cross Roads,Cill Dara,53.083333,-6.94,259,7189
Ráth Iomgháin,Cill Dara,53.2213889,-6.995,265,6827
Sallins,Cill Dara,53.2488889,-6.6661111,318,7161
Scrawtown,Cill Dara,53.2980556,-6.7472222,314,7147
Shanavoola,Cill Dara,53.2791667,-6.9955556,232,6356
Shee Bridge,Cill Dara,53.2841667,-6.8808333,262,7152
Sheriffhill,Cill Dara,52.95,-6.8027778,472,7030
Sherlockstown,Cill Dara,53.2616667,-6.6516667,328,7152
Sillagh,Cill Dara,53.1666667,-6.6372222,462,7166
Spencer Bridge,Cill Dara,53.2172222,-7.022222,249,5669
Splithill Cross Roads,Cill Dara,53.0966667,-6.9180556,295,7180
Springfield,Cill Dara,53.1983333,-7.033333,246,6378
Stacumny,Cill Dara,53.3361111,-6.5152778,213,31261
Staplestown,Cill Dara,53.3316667,-6.7672222,305,7147
Stonebrook,Cill Dara,53.1375,-6.6469444,449,6992
Straffan,Cill Dara,53.3155556,-6.6347222,236,7147
Stramillian,Cill Dara,53.1186111,-7.0447222,255,5144
Suncroft,Cill Dara,53.1063889,-6.8863889,364,7180
Taghadoe Cross Roads,Cill Dara,53.3513889,-6.6,259,6740
Tankardsgarden,Cill Dara,53.2108333,-6.8158333,393,7161
The Hutters Cross Roads,Cill Dara,53.2852778,-6.75,318,7152
Thomastown,Cill Dara,53.3963889,-6.8841667,282,6448
Thomastown Cross Roads,Cill Dara,53.1975,-6.9530556,531,7166
Thornton,Cill Dara,53.0755556,-6.735,498,6107
Ticknevin Bridge,Cill Dara,53.3186111,-6.9591667,236,6252
Timahoe,Cill Dara,53.335,-6.8386111,298,6986
Timahoe Cross Roads,Cill Dara,53.3361111,-6.8447222,298,6986
Timolin,Cill Dara,52.9825,-6.8116667,488,6854
Tipperkevin,Cill Dara,53.1672222,-6.6102778,616,6994
Tirmoghan Common,Cill Dara,53.3738889,-6.7316667,285,7116
Tullygorey,Cill Dara,53.0141667,-6.9541667,242,7106
Tullylost Cross Roads,Cill Dara,53.2063889,-7.08333,249,5178
Victoria Bridge,Cill Dara,53.2205556,-6.7430556,331,7161
Walterstown,Cill Dara,53.16,-6.7255556,377,7175
Washington,Cill Dara,53.2116667,-6.9233333,498,7157
Watch House Cross Roads,Cill Dara,53.1863889,-6.6444444,452,7166
Wheelam Cross Roads,Cill Dara,53.2027778,-6.8708333,501,7166
Whitechurch,Cill Dara,53.2997222,-6.6194444,249,7234
Wilsons Bridge,Cill Dara,53.2030556,-7.0255556,252,6378
Wilson?s Bridge,Cill Dara,53.2030556,-7.0255556,252,6378
Windmill Cross Roads,Cill Dara,53.3352778,-6.9319444,246,7077
Woodlands,Cill Dara,53.2341667,-7.0308333,246,5669
Achadh Ur,Kilkenny,52.7341667,-7.3988889,360,3300
Achadh Úr,Kilkenny,52.7341667,-7.3988889,360,3300
Aghoura,Kilkenny,52.7341667,-7.3988889,360,3300
An Chloch,Kilkenny,52.86,-7.1669444,482,3150
An Droichead Nua,Kilkenny,52.6311111,-6.9947222,101,3816
An Gleann Mor,Kilkenny,52.3516667,-7.025,229,3466
Annaleck,Kilkenny,52.5861111,-7.0233333,442,3389
Arderra,Kilkenny,52.3111111,-7.2219444,170,3443
Arigna Bridge,Kilkenny,52.7269444,-7.3711111,482,3301
Ashtown,Kilkenny,52.3941667,-7.29,541,3326
Ath na nUrlainn,Kilkenny,52.7205556,-7.5825,472,3184
Aughatubbrid,Kilkenny,52.8786111,-7.1822222,505,2950
Baile Heil,Kilkenny,52.4680556,-7.1963889,288,3319
Baile Héil,Kilkenny,52.4680556,-7.1963889,288,3319
Baile Mhic Andain,Kilkenny,52.5266667,-7.1372222,164,3315
Baile Mhic Andáin,Kilkenny,52.5266667,-7.1372222,164,3315
Baile Phoil,Kilkenny,52.6811111,-7.0222222,180,3748
Baile Phóil,Kilkenny,52.6811111,-7.0222222,180,3748
Baile Sheain,Kilkenny,52.7491667,-7.5541667,462,3184
Baile Sheáin,Kilkenny,52.7491667,-7.5541667,462,3184
Baile an Phoill,Kilkenny,52.3533333,-7.3402778,3,3649
Balief Cross Roads,Kilkenny,52.7247222,-7.5222222,475,3260
Ballallog,Kilkenny,52.4016667,-7.0569444,515,3326
Ballincrea,Kilkenny,52.3183333,-7.0880556,209,3458
Ballincurra,Kilkenny,52.3,-7.2283333,187,3443
Ballycallan,Kilkenny,52.6222222,-7.3630556,442,3309
Ballyconra,Kilkenny,52.8038889,-7.3536111,239,3123
Ballycurrin,Kilkenny,52.3961111,-7.0425,498,3326
Ballyfoyle,Kilkenny,52.7236111,-7.2302778,465,3301
Ballygorey,Kilkenny,52.2658333,-7.2305556,216,3900
Ballygorteen,Kilkenny,52.7138889,-7.0880556,538,3512
Ballygub,Kilkenny,52.4794444,-6.9975,616,3409
Ballyhale,Kilkenny,52.4680556,-7.1963889,288,3319
Ballyhenebery,Kilkenny,52.3761111,-7.3608333,101,3279
Ballyhimmin,Kilkenny,52.3886111,-7.2275,406,3326
Ballykeefe Cross Roads,Kilkenny,52.6063889,-7.3875,423,3307
Ballyknock,Kilkenny,52.4177778,-7.033333,318,3325
Ballylinch Bridge,Kilkenny,52.5433333,-7.1933333,154,3312
Ballyline,Kilkenny,52.5738889,-7.4119444,249,3297
Ballylusky,Kilkenny,52.3844444,-7.1661111,442,3326
Ballymartin,Kilkenny,52.3925,-7.1066667,495,3326
Ballymartin Cross Roads,Kilkenny,52.8191667,-7.2902778,810,3244
Ballynaboley Cross Roads,Kilkenny,52.6097222,-7.1138889,213,3309
Ballynamona,Kilkenny,52.5077778,-7.1825,229,3315
Ballyneale,Kilkenny,52.4263889,-7.061111,482,3322
Ballyquin,Kilkenny,52.3694444,-7.1283333,515,3329
Ballyragget,Kilkenny,52.7888889,-7.3302778,252,3292
Ballyreddy,Kilkenny,52.4061111,-7.0155556,252,3367
Ballytarsney,Kilkenny,52.2975,-7.2466667,127,3443
Barnadown,Kilkenny,52.4461111,-7.3030556,521,3322
Barrabehy,Kilkenny,52.3463889,-7.2644444,295,3399
Barrack Village,Kilkenny,52.7694444,-7.2711111,488,3298
Barrys Cross Roads,Kilkenny,52.8083333,-7.1336111,777,3222
Barry?s Cross Roads,Kilkenny,52.8083333,-7.1336111,777,3222
Baunballinlough,Kilkenny,52.7816667,-7.6111111,515,3154
Baurscoob,Kilkenny,52.5,-7.3166667,249,3319
Beal Atha Ragad,Kilkenny,52.7888889,-7.3302778,252,3292
Bearna na Gaoithe,Kilkenny,52.4655556,-7.3997222,498,3246
Bearra na Gaoithe,Kilkenny,52.4655556,-7.3997222,498,3246
Bearstown,Kilkenny,52.3563889,-7.055556,413,3336
Bennettsbridge,Kilkenny,52.5919444,-7.18,183,3309
Bishopshall,Kilkenny,52.315,-7.1208333,160,3458
Bishopslough Newtown,Kilkenny,52.5955556,-7.1430556,242,3309
Booly Bridge,Kilkenny,52.4322222,-7.2783333,508,3322
Boolyglass,Kilkenny,52.4255556,-7.2816667,603,3322
Brickana,Kilkenny,52.6472222,-7.1002778,278,3308
Brittas Cross Roads,Kilkenny,52.6772222,-7.4383333,501,3304
Brownsbarn Bridge,Kilkenny,52.5013889,-7.0866667,160,3315
Bruckana,Kilkenny,52.7736111,-7.6422222,479,3012
Burnchurch,Kilkenny,52.5752778,-7.2944444,249,3312
Busherstown,Kilkenny,52.3761111,-7.0216667,209,3367
Byrnesgrove,Kilkenny,52.8069444,-7.2852778,708,3244
Béal Átha Ragad,Kilkenny,52.7888889,-7.3302778,252,3292
Caislean an Chomair,Kilkenny,52.8061111,-7.2105556,492,3273
Caisleán an Chomair,Kilkenny,52.8061111,-7.2105556,492,3273
Callain,Kilkenny,52.545,-7.3911111,232,3297
Callan,Kilkenny,52.545,-7.3911111,232,3297
Cappagh,Kilkenny,52.5052778,-7.0697222,200,3315
Cappanagh,Kilkenny,52.5377778,-7.0502778,564,3315
Carran,Kilkenny,52.6122222,-7.1402778,236,3309
Carrigeen,Kilkenny,52.2691667,-7.2080556,111,3891
Carstown Cross Roads,Kilkenny,52.6572222,-7.3794444,498,3308
Castlecomer,Kilkenny,52.8061111,-7.2105556,492,3273
Castlekelly Cross Roads,Kilkenny,52.6427778,-7.0155556,104,3499
Castlemarket Bridge,Kilkenny,52.8516667,-7.3202778,449,3016
Castlewarren,Kilkenny,52.6925,-7.1052778,541,3393
Catstown,Kilkenny,52.4386111,-7.2633333,511,3322
Ceanannas,Kilkenny,52.5411111,-7.2730556,196,3315
Cellarstown,Kilkenny,52.6636111,-7.2138889,229,3308
Chatsworth,Kilkenny,52.8786111,-7.1822222,505,2950
Kilkenny,Kilkenny,52.6541667,-7.2522222,196,3308
Cill Mhic Bhuith,Kilkenny,52.3061111,-7.1716667,98,3445
Cill Mhic Bhúith,Kilkenny,52.3061111,-7.1716667,98,3445
Cill Mogeanna,Kilkenny,52.4630556,-7.3286111,488,3319
Clasheen Bridge,Kilkenny,52.5997222,-7.3638889,347,3309
Clifden,Kilkenny,52.6447222,-7.1497222,259,3308
Clogh,Kilkenny,52.86,-7.1669444,482,3150
Cloghala Cross Roads,Kilkenny,52.5963889,-7.1008333,183,3309
Cloghpook,Kilkenny,52.7333333,-7.1913889,633,3301
Clomantagh,Kilkenny,52.7238889,-7.4688889,498,3291
Clonamery,Kilkenny,52.4725,-7.0219444,370,3320
Clonard,Kilkenny,52.6127778,-7.3769444,439,3307
Cnoc an Tochair,Kilkenny,52.4836111,-7.2119444,193,3319
Cnoc an Tóchair,Kilkenny,52.4836111,-7.2119444,193,3319
Coan,Kilkenny,52.7836111,-7.1122222,544,3472
Colliery,Kilkenny,52.8272222,-7.2288889,423,3273
Condonstown,Kilkenny,52.4236111,-7.2636111,501,3322
Coolaghflags,Kilkenny,52.5008333,-7.3836111,344,3286
Coolatogher,Kilkenny,52.5777778,-7.0269444,501,3329
Coolbaun,Kilkenny,52.8175,-7.1772222,590,3281
Coolbaun Cross Roads,Kilkenny,52.5261111,-7.6816667,485,2861
Coolcullen,Kilkenny,52.7569444,-7.1222222,669,3472
Coorleagh,Kilkenny,52.7,-7.0516667,433,3521
Cranroe,Kilkenny,52.7094444,-7.0463889,495,3776
Croan Cross Roads,Kilkenny,52.4819444,-7.2616667,236,3319
Cross of Beggar,Kilkenny,52.7766667,-7.5327778,541,3195
Crosspatrick,Kilkenny,52.7733333,-7.6113889,505,3154
Crutt,Kilkenny,52.8669444,-7.2080556,521,3150
Cuffes Grange,Kilkenny,52.6027778,-7.3019444,249,3309
Curraghlane,Kilkenny,52.5841667,-7.0152778,472,3389
Currahill,Kilkenny,52.4616667,-7.3444444,505,3310
Damma Lower Cross Roads,Kilkenny,52.6347222,-7.3236111,285,3308
Dangan Bridge,Kilkenny,52.3266667,-7.16,154,3496
Dansefort Cross Roads,Kilkenny,52.5830556,-7.235,213,3312
Dinin Bridge,Kilkenny,52.7163889,-7.2911111,223,3301
Doornane,Kilkenny,52.2797222,-7.2527778,124,4121
Droichead Bineid,Kilkenny,52.5919444,-7.18,183,3309
Droichead Binéid,Kilkenny,52.5919444,-7.18,183,3309
Drumdowney,Kilkenny,52.2794444,-7.035,45,3927
Dungarvan,Kilkenny,52.5897222,-7.0872222,213,3309
Dunkitt,Kilkenny,52.2888889,-7.1436111,78,3936
Dunns Cross Roads,Kilkenny,52.8130556,-7.1227778,803,3178
Dunnamaggan,Kilkenny,52.5047222,-7.2972222,223,3315
Dunn?s Cross Roads,Kilkenny,52.8130556,-7.1227778,803,3178
Dysart Bridge,Kilkenny,52.7766667,-7.2141667,406,3298
Dysertmore,Kilkenny,52.4519444,-7.0166667,82,3325
Ferrybank,Kilkenny,52.2644444,-7.1077778,85,3915
Fiddaun Bridge,Kilkenny,52.5122222,-7.0308333,498,3315
Fiddown,Kilkenny,52.33,-7.3155556,29,4022
Fiodh Duin,Kilkenny,52.33,-7.3155556,29,4022
Fiodh Dúin,Kilkenny,52.33,-7.3155556,29,4022
Firoda Lower,Kilkenny,52.8175,-7.2513889,583,3244
Foyle Bridge,Kilkenny,52.7616667,-7.4536111,498,3173
Freneystown,Kilkenny,52.6825,-7.1177778,501,3393
Freshford,Kilkenny,52.7341667,-7.3988889,360,3300
Gabhran,Kilkenny,52.6294444,-7.0733333,200,3319
Gabhrán,Kilkenny,52.6294444,-7.0733333,200,3319
Galmoy,Kilkenny,52.7919444,-7.5675,475,3032
Garryduff Cross Roads,Kilkenny,52.6680556,-7.0461111,173,3521
Gattabaun,Kilkenny,52.7669444,-7.4708333,505,3167
Gazebo,Kilkenny,52.8375,-7.1730556,482,3150
Glashagal Bridge,Kilkenny,52.8172222,-7.3347222,337,3123
Glenballyvally,Kilkenny,52.44,-7.0302778,262,3325
Glenmagoo,Kilkenny,52.8175,-7.2513889,583,3244
Glenmore,Kilkenny,52.3516667,-7.025,229,3466
Glenpipe,Kilkenny,52.4219444,-7.0922222,498,3322
Goresbridge,Kilkenny,52.6311111,-6.9947222,101,3816
Gortnagan Cross Roads,Kilkenny,52.6472222,-7.4819444,501,3185
Gowran,Kilkenny,52.6294444,-7.0733333,200,3319
Graig na Manach,Kilkenny,52.5402778,-6.9547222,98,3725
Graigue,Kilkenny,52.5402778,-6.9547222,98,3725
Graiguenamanagh,Kilkenny,52.5402778,-6.9547222,98,3725
Grange,Kilkenny,52.6027778,-7.3019444,249,3309
Grange,Kilkenny,52.3094444,-7.2636111,85,3697
Granny,Kilkenny,52.2786111,-7.1597222,36,3936
Griffins Bridge,Kilkenny,52.7469444,-7.1261111,725,3334
Griffin?s Bridge,Kilkenny,52.7469444,-7.1261111,725,3334
Gráig na Manach,Kilkenny,52.5402778,-6.9547222,98,3725
Haggard,Kilkenny,52.3525,-7.0786111,479,3336
Harristown,Kilkenny,52.4061111,-7.2444444,452,3326
Hugginstown,Kilkenny,52.4525,-7.2466667,452,3322
Inis Tiog,Kilkenny,52.4888889,-7.0627778,108,3319
Inis Tíog,Kilkenny,52.4888889,-7.0627778,108,3319
Inistioge,Kilkenny,52.4888889,-7.0627778,108,3319
Islands,Kilkenny,52.7344444,-7.5930556,472,3100
Jenkinstown,Kilkenny,52.7166667,-7.2833333,229,3301
Johnstown,Kilkenny,52.7491667,-7.5541667,462,3184
Johnswell,Kilkenny,52.7016667,-7.1683333,433,3305
Kanes Bridge,Kilkenny,52.7419444,-7.1205556,679,3512
Kane?s Bridge,Kilkenny,52.7419444,-7.1205556,679,3512
Kells,Kilkenny,52.5411111,-7.2730556,196,3315
Kellys Bridge,Kilkenny,52.8022222,-7.1094444,784,3178
Kelly?s Bridge,Kilkenny,52.8022222,-7.1094444,784,3178
Kilbrids Cross Roads,Kilkenny,52.5322222,-7.4205556,249,3148
Kilcronagh,Kilkenny,52.3075,-7.1666667,101,3445
Kilderry,Kilkenny,52.6830556,-7.1738889,282,3305
Kildrinagh Cross Roads,Kilkenny,52.6897222,-7.5030556,498,3158
Kilfane,Kilkenny,52.5563889,-7.1241667,239,3312
Kilkeasy,Kilkenny,52.4427778,-7.2122222,436,3322
Kilkenny,Kilkenny,52.6541667,-7.2522222,196,3308
Kilkieran Cross Roads,Kilkenny,52.6983333,-7.1991667,275,3305
Kill,Kilkenny,52.8691667,-7.1575,492,3058
Killahy,Kilkenny,52.4,-7.2166667,436,3326
Killahy Cross Roads,Kilkenny,52.6902778,-7.4772222,501,3271
Killamery,Kilkenny,52.4758333,-7.4452778,498,3089
Kilmacar,Kilkenny,52.7666667,-7.2666667,436,3298
Kilmacow,Kilkenny,52.3061111,-7.1716667,98,3445
Kilmaganny,Kilkenny,52.4630556,-7.3286111,488,3319
Kilmanagh,Kilkenny,52.6219444,-7.4244444,488,3234
Kilmanaheen,Kilkenny,52.5727778,-7.0863889,393,3312
Kiltown Cross Roads,Kilkenny,52.4519444,-6.9788889,249,3415
Knockanuddoge,Kilkenny,52.7813889,-7.1883333,498,3298
Knockbarron South,Kilkenny,52.565,-6.9419444,85,3812
Knockbodaly,Kilkenny,52.5516667,-6.9463889,98,3812
Knockbrack,Kilkenny,52.3475,-7.0958333,475,3329
Knockmannon Cross Roads,Kilkenny,52.7836111,-7.4172222,501,3173
Knockmoylan,Kilkenny,52.4,-7.2,439,3326
Knocknamuck,Kilkenny,52.6952778,-7.4566667,505,3304
Knockroe,Kilkenny,52.3558333,-7.3697222,45,3649
Knockstopher,Kilkenny,52.4836111,-7.2119444,193,3319
Knocktopher,Kilkenny,52.4836111,-7.2119444,193,3319
Knockwilliam,Kilkenny,52.4577778,-7.1886111,456,3322
Kyle,Kilkenny,52.4680556,-7.2944444,485,3319
Lanoge,Kilkenny,52.4461111,-7.3663889,564,3284
Licketstown,Kilkenny,52.2494444,-7.2138889,39,4393
Lis Cross Roads,Kilkenny,52.6686111,-7.4072222,501,3305
Lisdowney,Kilkenny,52.7894444,-7.3886111,351,3215
